Judul,Konsentrasi
pengaruh pemanfaatan media pembelajaran berbasis multimedia terhadap hasil belajar teknologi informasi dan komunikasi siswa kelas viii smp advent 2 sario manado,multimedia
pengaruh pemanfaatan sistem pembelajaran daring terhadap hasil belajar teknik jaringan berbasis luas siswa smk,tkj
pengaruh pemanfaatan video tutorial terhadap hasil belajar instalasi sistem operasi dasar siswa kelas x smk negeri 5 bitung,multimedia
pengaruh pemanfaatan video tutorial terhadap hasil belajar instalasi sistem operasi dasar siswa smk,tkj
pengaruh pemanfaatan website pembelajaran terhadap hasil belajar siswa kelas x multimedia smk negeri 1 tondano,rpl
pengaruh pembelajaran berbasis komputer terhadap hasil belajar teknologi informasi dan komunikasi siswa smp negeri 3 pineleng,undefined
pengaruh pembelajaran berbasis masalah dan demontrasi terhadap hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x di smk anugrah tondano,tkj
pengaruh pembelajaran berbasis media animasi terhadap hasil belajar desain grafis percetakan di smk,multimedia
pengaruh pembelajaran berbasis multimedia terhadap hasil belajar desain multimedia interaktif siswa smk,multimedia
pengaruh pembelajaran berbasis proyek terhadap hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x smk negeri 1 tondano,undefined
pengaruh pembelajaran berbasis proyek terhadap hasil belajar komputer dan jaringan dasar siswa smk,tkj
pengaruh pembelajaran berbasis web terhadap minat belajar siswa jurusan teknik komputer dan jaringan smk negeri 1 ratahan,rpl
pengaruh pembelajaran daring terhadap hasil belajar komputer dan jaringan dasar siswa smk,tkj
pengaruh pembelajaran daring terhadap prestasi belajar simulasi dan komunikasi digital siswa smk,multimedia
pengaruh pembelajaran discovery learning terhadap hasil belajar jaringan dasar smk kristen tombatu,tkj
pengaruh pembelajaran jarak jauh dan minat terhadap hasil belajar pemrograman dasar,rpl
pengaruh pembelajaran kooperatif type make a match terhadap hasil belajar teknologi informasi dan komunikasi siswa kelas viii smp anugerah tondano,undefined
pengaruh pembelajaran metode demonstrasi terhadap hasil belajar perakitan komputer siswa smk negeri 1 tahuna,tkj
pengaruh pembelajaran metode demonstrasi terhadap hasil belajar teknologi informasi dan komunikasi siswa kelas x sma negeri 1 belang,undefined
pengaruh pembelajaran tutorial terhadap hasil belajar pemrograman dasar siswa smk negeri 1 mopuya,rpl
pengaruh penerapan model pembelajaran tutor sebaya terhadap hasil belajar kompetensi kejuruan teknik komputer dan jaringan siswa kelas x smk negeri tareran,tkj
pengaruh penerapan model pemebelajaran stad (student team achievement division) terhadap hasil belajar simulasi dan komunikasi digital kelas x smk negeri 2 tondano,multimedia
pengaruh pengguna internet terhadap minat belajar siswa di smp kristen credo kolongan,undefined
pengaruh penggunaan aplikasi simulator jaringan terhadap hasil belajar jaringan dasar siswa kelas x teknik komputer dan jaringan smk kristen kawangkoan,tkj
pengaruh penggunaan internet sebagai sumber belajar terhadap minat belajar teknologi informasi dan komunikasi siswa kelas ix mts plus tarbiyah tondano,undefined
pengaruh penggunaan medai pembelajaran video tutorial terhadap hasil belajar teknologi informasi dan komunikasi sma negeri 1 remboken,multimedia
pengaruh penggunaan media edukasi kahoot terhadap motivasi belajar simulasi dan komunikasi digital siswa kelas x bdp smk negeri 2 tondano,multimedia
pengaruh penggunaan media pembelajaran berbasis komputer terhadap hasil belajar teknik komputer dan jaringan siswa smk negeri 1 siau timur.,tkj
pengaruh penggunaan media pembelajaran berbasis media video terhadap hasil belajar simulasi komunikasi digital siswa kelas x smk negeri 1 amurang,multimedia
pengaruh penggunaan media pembelajaran berbasis multimedia terhadap hasil belajar sistem operasi siswa kelas x smk negeri 1 tondano,tkj
pengaruh penggunaan media pembelajaran berbasis teknologi informais terhadap hasil belajar jaringan dasar siswwa kelas x smk negeri 1 modoinding,tkj
pengaruh penggunaan media pembelajaran berbasis teknologi informasi terhadap hasil belajar teknik komputer dan jaringan kelas x smk kristen tombatu,rpl
pengaruh penggunaan media pembelajaran berbasis teknologi terhadap hasil belajar siswa kelas xi smk negeri 3 tondano,multimedia
pengaruh penggunaan media pembelajaran online terhadap hasil belajar simulasi dan komunikasi digital siswa smk,multimedia
pengaruh penggunaan media pembelajaran video tutorial terhadap hasil belajar teknologi informasi dan komunikasi siswa kelas xii ipa sma kristen i tomohon.,multimedia
pengaruh penggunaan media sosial terhadap aktivitas belajar siswa smk negeri 2 tondano,undefined
pengaruh penggunaan media video pembelajaran terhadap hasil belajar teknologi informasi dan komunikasi siswa kelas x sma negeri 2 langowan,multimedia
pengaruh penggunaan media vidio tutorial sebagai alat bantu pembelajaran dasar-dasar multimedia dalam meningkatkan hasil belajar siswa kelas x smk perikanan halmahera utara,multimedia
pengaruh penggunaan metode demonstrasi terhadap hasil belajar sistem operasi siswa kelas x teknik komputer dan jaringan smk kristen 1 tomohon,tkj
pengaruh penggunaan metode demonstrasi terhadap hasil belajar sistem operasi siswa kelas xi smk negeri 1 tumpaan,tkj
pengaruh penggunaan metode demonstrasi terhadap hasil belajar teknologi informasi dan komunikasi siswa kelas viii smp negeri 9 satap tondano,undefined
pengaruh penggunaan model discovery learning terhadap hasil belajar simulasi digital siswa kelas x smk nusantara tondano,multimedia
pengaruh penggunaan model pembelajaran berbasis proyek terhadap hasil belajar komputer dan jaringan dasar siswa smk,tkj
pengaruh penggunaan multimedia interaktif terhadap hasil belajar dasar-dasar desain komunikasi visual siswa smk negeri 1 tondano,multimedia
pengaruh penggunaan paket tracer terhadap hasil belajar jaringan dasar siswa kelas x di smk negeri 1 amurang,tkj
pengaruh penggunaan pembelajaran e-learning berbasis browser based training terhadap hasil pelajar keterampilan komputer dan pengelolaan informasi siswa kelas x smk negeri i tabukan utara,tkj
pengaruh penggunaan simulasi jaringan terhadap hasil belajar jaringan dasar siswa kelas x teknik komputer dan jaringan smk negeri 1 sangkub,tkj
pengaruh penggunaan teknologi informasi terhadap motivasi belajar siswa kelas x smk negeri 3 tondano,undefined
pengaruh penggunaan video pembelajaran jaringan dasar kelas xi teknik komputer dan jaringan smk negeri 1 talaud,tkj
pengaruh penggunaan video pembelajaran terhadap hasil belajar teknologi informasi dan komunikasi siswa kelas xi di sma negeri 1 siau timur,multimedia
pengaruh penggunaan video pembelajaran terhadap hasil belajar teknologi informasi dan komunikasi sma negeri 1 kakas,multimedia
pengaruh penggunaan video tutorial terhadap hasil belajar dasar desain grafis siswa kelas x smk,multimedia
pengaruh penggunaan video tutorial terhadap hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x di smk negeri. 1 likupang barat,multimedia
pengaruh penggunaan video tutorial terhadap hasil belajar keterampilan komputer dan pengelolaan informasi siswa smk kristen 2 tomohon.,tkj
pengaruh penggunaan video tutorial terhadap hasil belajar sistem operasi siswa kelas x smk negeri 1 siau,tkj
pengaruh penggunaan video tutorial terhadap hasil belajar sistem operasi siswa kelas x teknik komputer dan jaringan smk negeri 1 pusomaen,tkj
pengaruh penggunaan video tutorial terhadap hasil belajar teknologi informasi dan komunikasi siswa kelas ix di smp negeri 1 tondano,multimedia
pengaruh penggunaan video tutorial terhadap hasil belajar teknologi informasi dan komunikasi siswa kelas x sma negeri 1 remboken,multimedia
pengaruh penggunaan video tutorial terhadap hasil belajar teknologi informasi dan komunikasi siswa kelas x sma negeri 1 remboken.,multimedia
pengaruh penggunaan video tutorial terhadap hasil belajar teknologi informasi dan komunikasi siswa kelas xi sma negeri 2 tondano,multimedia
pengaruh penggunaan video tutorial terhadap hasil belajar teknologi informasi dan komunikasi siswa smp negeri 1 kabupaten sorong,multimedia
pengaruh peran orang tua dan motivasi terhadap hasil belajar digital siswa multimedia smk negeri 1 ratahan,multimedia
pengaruh peran orang tua dan motivasi terhadap prestasi belajar siswa smk,undefined
pengaruh perhatian orang tua dan minat belajar siswa terhadap prestasi belajar siswa smk negeri 5 bitung,undefined
pengaruh perhatian orang tua dan minat belajar terhadap hasil belajar keterampilan komputer dan pengelolaan informasi siswa smk bina insani soamaetek halmahera utara,tkj
pengaruh persepsi siswa tentang ketrampilan mengajar guru terhadap hasil belajar teknologi informasi dan komunikasi siswa sma negeri 2 tomohon,undefined
pengaruh persepsi siswa tentang kompetensi profesional dan motivasi terhadap prestasi siswa di smk negeri 2 tondano,undefined
pengaruh persepsi siswa tentang kompetensi profesional guru terhadap hasil belajar perawatan pripheral siswa kelas x smk negeri 1 bitung,tkj
pengaruh persepsi tentang kompetensi profesional guru dan motivasi terhadap hasil belajar teknologi informasi dan komunikasi siswa sma negeri 1 mantoh,undefined
pengaruh problem base learning terhadap hasil belajar siswa kelas x jaringan dasar di smk negeri 1 motoling,tkj
pengaruh project based learning terhadap hasil belajar sistem komputer siswa smk,rpl
pengaruh tipe pembelajaran student achievement division terhadap hasil belajar siswa kelas x sma negeri 2 langowan,undefined
pengaruh video pembelajaran terhadap hasil belajar keterampilan komputer dan pengelolaan informasi siswa smk regenerasi tateli,tkj
pengaruh vidio tutorial terhadap hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x di smk yadika langowan,tkj
pengembagan video pembelajaran gerbang logika untuk smk,multimedia
pengembangan aplikasi alat musik tradisional kolintang berbasis android,rpl
pengembangan aplikasi augmented reality edukasi wild animals berbasis mobile,multimedia
pengembangan aplikasi augmented reality pengenalan hardware komputer berbasis mobile untuk siswa sekolah dasar,multimedia
pengembangan aplikasi mobile augmented reality pengenalan bangun ruang dan bangun datar untuk sekolah dasar,multimedia
pengembangan aplikasi pembelajaran jaringan komputer berbasis android di smk negeri 1 amurang.,tkj
pengembangan aplikasi pengenalan budaya sulawesi utara berbasis mobile android,rpl
pengembangan aplikasi pengenalan matematika dengan augmented reality berbasis mobile,multimedia
pengembangan aplikasi pengenalan organ pencernaan manusia berbasis mobile,rpl
pengembangan aplikasi pengenalan tarian kabasaran berbasis mobile augmented reality,multimedia
pengembangan bahan ajar kompetensi dasar media interaktif berbasis multimedia sekolah menengah kejuruan,multimedia
pengembangan blended learning sebagai media pemrograman web di smk,rpl
pengembangan dan implementasi mobile learning pada mata pelajaran basis data di smk 1 tidore kepulauan,rpl
pengembangan e-learning berbasis web di smk,rpl
pengembangan elearning berbasis web prakarya rekayasa di smp negeri 3 tandano,rpl
pengembangan e-learning pada mata pelajaran sistem operasi siswa kelas x smk negeri 3 tondano,rpl
pengembangan e-marketplace untuk produk kewirausahaan mahasiswa universitas negeri manado,rpl
pengembangan ensiklokiddi buah berbasis android untuk anak usia 7-12 tahun,rpl
pengembangan game edukasi bahasa inggris berbasis mobile untuk siswa paud,multimedia
pengembangan game edukasi matematika berbasis mobile untuk siswa sekolah dasar,multimedia
pengembangan game edukasi pengenalan anggota tubuh dan nama hewan berbasis mobile,multimedia
pengembangan game edukasi pengenalan bagian tubuh manusia menggunakan 3 bahasa berbasis deskop untuk siswa taman kanak-kanak,multimedia
pengembangan game edukasi pengenalan ekosistem pada mata pelajaran ipa smp berbasis mobile,multimedia
pengembangan game edukasi pengenalan hewan dan tumbuhan berbasis mobile,multimedia
pengembangan game edukasi pengenalan huruf berbasis augmented reality (ar),multimedia
pengembangan game edukasi pengenalan nama buah berbasis mobile,multimedia
pengembangan game edukasi perangkat jaringan komputer pada mata kuliah jaringan komputer,multimedia
pengembangan game edukasi sebagai media pembelajaran untuk anak tk,multimedia
pengembangan identitas sekolah dalam bentuk video profile company menggunakan teknik dubbing di smk negeri 5 manado,multimedia
pengembangan jaringan internet pada smk harapan generasi manado,tkj
pengembangan media informasi kearifan lokal kota tomohon berbasis mobile,rpl
pengembangan media pembelajaran bahasa indonesia berbasis mobile di smk,multimedia
pengembangan media pembelajaran bahasa indonesia di smp negeri 11 bitung,multimedia
pengembangan media pembelajaran berbasis animasi 2d pada mata pelajaran animasi di smk negeri 2 manado,multimedia
pengembangan media pembelajaran berbasis mobile pada mata pelajaran dasar desain grafis di smk negeri 1 tondano,multimedia
pengembangan media pembelajaran berbasis multimedia interaktif mata pelajaran teknologi informasi dan komunikasi(teknologi informasi dan komunikasi) untuk siswa smp,multimedia
pengembangan media pembelajaran berbasis multimedia interaktif pada kompetensi kejuruan multimedia di smk anugrah tondano.,multimedia
pengembangan media pembelajaran berbasis multimedia pada mata pelajaran keterampilan komputer dan pengelolaan informasi di smk pp gmim tomohon,multimedia
pengembangan media pembelajaran berbasis multimedia pada mata pelajaran menginstalasi pc di smk,multimedia
pengembangan media pembelajaran berbasis multimedia pada mata pelajaran simulasi digital di smk negeri 1 bitung,multimedia
pengembangan media pembelajaran dasar komputer berbasis game di smk,multimedia
pengembangan media pembelajaran desain grafis di smk,multimedia
pengembangan media pembelajaran desain publikasi berbasis android di smk,multimedia
pengembangan media pembelajaran fotografi di smk negeri 1 tareran,multimedia
pengembangan media pembelajaran geografi berbasis mobile (studi kasus sma kristen 19 damai rerer),multimedia
pengembangan media pembelajaran informatika berbasis mobile untuk siswa kelas x smks kristen 2 tomohon,multimedia
pengembangan media pembelajaran interaktif dasa-dasar kejuruan di kelas x smk,multimedia
pengembangan media pembelajaran interaktif keragaman budaya di indonesia pada mata pelajaran ips kelas v sdn lanumor kabupaten morowali utara,multimedia
pengembangan media pembelajaran interaktif kimia berbasis mobile,rpl
pengembangan media pembelajaran interaktif keterampilan komputer dan pengelolaan informasi menggunakan adobe flash dikelas x mulitmedia smk anugrah tondano,multimedia
pengembangan media pembelajaran interaktif mata pelajaran teknik dasar otomotif smk negeri 2 bitung,multimedia
pengembangan media pembelajaran interaktif matematika untuk siswa sekolah dasar,multimedia
pengembangan media pembelajaran interaktif merawat peralatan multimedia di smk anugrah tondano,multimedia
pengembangan media pembelajaran ips berbasis mobile di smp,multimedia
pengembangan media pembelajaran ips di smp kristen bukit kasih,multimedia
pengembangan media pembelajaran jaringan dasar di smk negeri 2 bitung,multimedia
pengembangan media pembelajaran mata pelajaran simulasi digital di smk negeri 1 tondano,multimedia
pengembangan media pembelajaran mata pelajaran teknologi informasi dan komunikasi berbasis multimedia kelas viii di smp negeri 1 tondano,multimedia
pengembangan media pembelajaran matematika berbasis mobile di sd negeri tampusu,multimedia
pengembangan media pembelajaran pada mata pelajaran informatika mts,multimedia
pengembangan media pembelajaran pengenalan fotografi berbasis multimedia untuk pengguna dslr,multimedia
pengembangan media pembelajaran pengenalan hewan berbasis augmented reality untuk anak usia dini (studi kasus di kampung bukide kepulauan sangihe),multimedia
pengembangan media pembelajaran simulasi mata pelajaran ipa di smp negeri iii tondano,multimedia
pengembangan media pembelajaran tekanan berbasis multimedia di smp negeri 4 manganitu selatan,multimedia
pengembangan media pembelajaran teknik kendaraan ringan berbasis multimedia,multimedia
pengembangan media pembelajaran teknik pengambilan gambar produksi berbasis android di smk,multimedia
pengembangan media pembelajaran teknologi informasi dan komunikasi di sma negeri 9 halmahera selatan,multimedia
pengembangan media pembelajaran teknologi informasi dan komunikasi berbasis mobile di kelas x sman 1 lembean timur,rpl
pengembangan media pembelajaran topologi jaringan berbasis mobile,tkj
pengembangan media pembelajaran tutorial pada mata kuliah animasi 3d di ptik unima,multimedia
pengembangan media pembelajaran tutorial pada mata pelajaran produktif siswa kelas xi multimedia smk negeri 1 tondano,multimedia
pengembangan media pembelajaran tutorial teknik pengolahan video untuk siswa jurusan multimedia smk anugrah tondano,multimedia
pengembangan media pembelajaran video tutorial mata pelajaran desain grafis di smk anugerah tondano.,multimedia
pengembangan media pembelajaran video tutorial pada mata pelajaran animasi di smk negeri 1 manado,multimedia
pengembangan media pembelajaran video tutorial teknik animasi 2 dimensi di sekolah menengah kejuruan,multimedia
pengembangan media pembelajaran vidio tutorial teknologi informasi dan komunikasi untuk siswa smp,multimedia
pengembangan media tutorial tarian tradisional maengket berbasis multimedia,multimedia
pengembangan media video pembelajaran keamanan komputer,multimedia
pengembangan media video pembelajaran mata pelajaran biologi di sma negeri 1 kauditan,multimedia
pengembangan mobile learning mata pelajaran pendidikan jasmani olahraga dan kesehatan kelas vii di smp negeri 1 tondano,rpl
pengembangan mobile learning perancangan dan implementasi jaringan komputer  di jurusan ptik fakultas teknik unima,tkj
pengembangan mobile learning teknik animasi 2d di smk negeri 1 tompaso baru,multimedia
pengembangan modul pembelajaran  virtual instalasi perangkat jaringan lokal area network ( lan ),tkj
pengembangan modul pembelajaran jaringan dasar berbasis multimedia siswa kelas x smk negeri 3 tondano,multimedia
pengembangan modul pembelajaran komposisi foto digital berbasis multimedia siswa kelas xi smk negeri 3 tondano,multimedia
pengembangan modul pembelajaran perangkat lunak pengolah kata berbasis multimedia untuk siswa kelas viii smp negeri 2 kumelembuai,multimedia
pengembangan modul pembelajaran teori listrik berbasis multimedia di smp negeri 1 tondano,multimedia
pengembangan modul pembelajaran virtual sistem tata surya untuk siswa sma negeri 9 binsus manado,multimedia
pengembangan modul pemebeljaran fisika berbasis multimedia pada pokok bahasan suhu dan kalor di sma,multimedia
pengembangan modul sistem informasi berbasis mobile,rpl
pengembangan multimedia interaktif berbasis hots pada mata pelajaran informatika kelas x smk negeri 2 tondano,multimedia
pengembangan multimedia interaktif pembelajaran animasi 2d berbasis mobile untuk siswa smk,multimedia
pengembangan multimedia interaktif wujud zat dan perubahan,multimedia
pengembangan multimedia pembelajaran interaktif dasar desain grafis di smk negeri 1 amurang,multimedia
pengembangan multimedia pembelajaran interaktif mata pelajaran sistem komputer kelas x dkv smk negeri 1 tondano,multimedia
pengembangan multimedia pembelajaran interaktif siswa kelas x sma kristen kotamobagu,multimedia
pengembangan multimedia pembelajaran konfigurasi server proxy berbasis flash untuk siswa smk kelas xi,multimedia
pengembangan multimedia pembelajaran pengenalan hewan menggunakan teknologi augmented reality untuk pendidikan anak usia dini,multimedia
pengembangan pembelajaran desain grafis berbasis multimedia di smk negeri 1 kotamobagu,multimedia
pengembangan permainan edukasi perkalian dasar untuk kelas ii sekolah dasar,multimedia
pengembangan prototype home automation system berbasis web menggunakan respberry-pi,rpl
pengembangan sistem informasi akademik smk negeri 1 tomohon berbasis web,rpl
pengembangan sistem informasi geografis fakultas teknik universitas negeri manado,rpl
pengembangan sistem informasi layanan mahasiswa fakultas teknik universitas negeri manado,rpl
pengembangan sistem informasi learning management system  (lms) berbasis web di smk negeri 1 pusomaen,rpl
pengembangan sistem informasi pencapaian indikator kinerja utama 2 di universitas negeri manado,rpl
pengembangan sistem pendukung keputusan pemilihan konsentrasi jurusan menggunakan teknik naive bayes di ptik unima,rpl
pengembangan sistem pendukung keputusan untuk pemberian beasiswa di fakultas teknik unima menggunakan metode saw (simple additive weighting),rpl
pengembangan tracer study berbasis web di smk negeri 2 manado,rpl
pengembangan video pembelajaran animasi 2 dimensi untuk kelas xi multimedia smk negeri 1 tondano,multimedia
pengembangan video pembelajaran interaktif untuk mata pelajaran dasar-dasar desain komunikasi visiual kelas x smk negeri 1 tondano,multimedia
pengembangan video tutorial mata pelajaran desain grafis siswa smk,multimedia
pengembangan video tutorial pembuatan media pembelajaran bagi guru guru sd negeri 2 tataaran,multimedia
pengembangan web enhanced learning pada mata pelajaran komputer grafis di smk,rpl
pengenmbangan multimedia interaktif animasi 2d dan 3d berbasis mobile,multimedia
penggunaan media pembelajaran berbasis komputer untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x smk negeri 1 ranoyapo,tkj
penggunaan metode pembelajaran jigsaw untuk meningkatkan hasil belajar sistem operasi siswa kelas x smk berea tondano,tkj
penggunaan model pembelajaran berbasis multimedia untuk meningkatkan hasil belajar teknologi informasi dan komunikasi kelas xi sma negeri 1 kabupaten tambrauw papua barat,multimedia
penggunaan model pembelajaran e-learning open source untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas vii smp kristen nafiri manado,undefined
penggunaan model pembelajaran langsung untuk meningkatkan hasil belajar perakitan computer siswa kelas x teknik komputer dan jaringan smk dharma bakti tomohon,tkj
penggunaan model pembelajaran student team achievement division untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas x sma kristen irene manado,undefined
penggunaan model pembelajaran tai untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas xi sma negeri 2 tondano,undefined
penggunaan model pembelajaran video tutorial untuk meningkakan hasil belajar simulasi digital siswa kelas x smk negeri 3 manado,multimedia
penggunaan pembelajaran berbasis multimedia untuk meningkatkan hasil belajar jaringan dasar pada siswa smk negeri 2 tomohon,multimedia
penggunaan simulator virtualbox untuk meningkatkan hasil belajar instalasi sistem operasi siswa kelas x teknik komputer dan jaringan smk negeri 1 talaud,tkj
penggunaan video tutorial untuk meningkatkan hasil belajar desain grafis siswa kelas xi multimedia smk negeri 2 manado,multimedia
penggunaan video tutorial untuk meningkatkan hasil belajar instalasi sistem operasi dasar siswa kelas x smk negeri 1 motoling barat,tkj
penggunaan website sebagai sumber belajar untuk meningkatkan hasil belajar siswa smp negeri 1 beo kabupaten kepulauan talaud,rpl
pengukuran tingkat kesiapan penerapan e-learning,undefined
peningkatan hasil belajar informatika dengan menggunakan model pembelajaran berbasis proyek pada siswa kelas x di smk negeri 2 tondano,rpl
peningkatan hasil belajar siswa melalui pembelajaran kooperatif type think pair-share pada mata pelajaran teknologi informasi dan komunikasi siswa kelas x ipa 3 sma kristen 1 tomohon,undefined
peningkatan hasil belajar teknik jaringan komputer dan telekomunikasi dengan model project based learning siswa kelas x teknik komputer dan jaringan smk negeri 3 tondano,tkj
peningkatan motivasi belajar keahlian teknik komputer dan jaringan siswa smk kristen 1 tomohon,tkj
perancang business intelligence system mahasiswa penerima bidikmisi universitas negeri manado,rpl
perancangan aplikasi media pemesanan jasa event organizer online berbasis smartphone,rpl
perancangan aplikasi pengenalan pariwisata kabupaten minahasa berbasis mobile,rpl
perancangan aplikasi sistem rekomendasi jurusan di smk kristen 1 tomohon berbasis cross platform,rpl
perancangan aplikasi ujian online berbasis web,rpl
perancangan architecture enterprise menggunakan framework togaf di universitas negeri manado,rpl
perancangan business intelligence system guru pegawai negeri sipil di kota manado,rpl
perancangan business intelligence system untuk sma negeri 9 manado,rpl
perancangan business intellingence system untuk data siswa di smk negeri 1 manado,rpl
perancangan dan implementasi aplikasi bimbingan skripsi berbasis web,rpl
perancangan dan implementasi e-learning berbasis web di smk negeri 1 tondano,rpl
perancangan dan implementasi hybrid application trayek mikrolet kota manado,rpl
perancangan dan implementasi jaringan komputer di smk negeri 1 tahuna,tkj
perancangan dan implementasi manajamen stok obat di apotek rsud amurang berbasis web,rpl
perancangan dan implementasi manajemen bandwith dan user untuk infrastruktur jaringan pada fmipa unima,tkj
perancangan dan implementasi media pembelajaran simulasi dan komunikasi digital di smk negeri 1 motoling barat,multimedia
perancangan dan implementasi sistem distribusi barang berbasis web di fakultas teknik universitas negeri manado,rpl
perancangan dan implementasi sistem evaluasi kinerja program studi berbasis web di ptik,rpl
perancangan dan implementasi sistem informasi akademik berbasis web pada smp negeri 1 tondano,rpl
"perancangan dan implementasi sistem logistik berbasis web untuk usaha mikro, kecil, dan menengah",rpl
perancangan dan implementasi sistem transaksi jual beli produk berbasis web,rpl
perancangan dan implementasi sistem ujian online berbasis web di smp negeri 1 motoling,rpl
perancangan dan implementasi sistem verifikasi akreditasi program studi berbasis web,rpl
perancangan dan implementasi sistem virtual classroom di smp negeri 1 tondano,rpl
perancangan dan implementasi video pembelajaran multimedia di smk negeri 1 tondano,multimedia
perancangan dan implementasi wifi dengan menggunakan billing server mikhmon pada jaringan hotspot desa,tkj
perancangan dan pembuatan video dokumenter kebudayaan,multimedia
perancangan dan pembuatan video dokumenter kebudayaan di kota tomohon,multimedia
perancangan data warehouse pegawai negeri sipil untuk penataan dan formasi pegawai di kabupaten minahasa menggunakan open source business intelligence system,rpl
perancangan game edukasi matematika dasar untuk anak sd kelas 1 berbasis 3d,multimedia
perancangan game edukasi puzzle berbasis tiga dimensi (3d),multimedia
perancangan jaringan internet berbasis mikrotik di smk 23 maret kotamobagu,tkj
perancangan jaringan internet di desa beringin kecamatan belang,tkj
perancangan jaringan komputer sekolah menengah atas di kota tomohon,tkj
perancangan jaringan lan di smk negeri 1 tareran,tkj
perancangan jaringan local area network (lan) di program studi teknik informatika universitas negeri manado,tkj
perancangan local area network di smk negeri 1 sinonsayang,tkj
perancangan manajemen jaringan di dinas penanaman modal dan pelayanan terpadu satu pintu kota tomohon,tkj
perancangan media promosi program studi teknik informatika universitas negeri manado berbasis animasi motion graphic,multimedia
perancangan mobile learning mata pelajaran kimia untuk smk kelas xii jurusan multimedia,multimedia
perancangan mobile-learning mata pelajaran biologi untuk kelas xi sma,rpl
perancangan modul interaktif berbasis augmented reality dalam pembelajaran kompetensi kejuruan multimedia smk,multimedia
perancangan modul pembelajaran fotografi berbasis multimedia di smk negeri 2 tondano,multimedia
perancangan serta implementasi wifi controler dengan menggunakan manajemen vlan pada jaringan hotspot,tkj
"perancangan sistem absensi, tracking guru dan siswa di sekolah menengah kejuruan",rpl
perancangan sistem e-rapor di smk negeri 1 tabukan utara,rpl
perancangan sistem evaluasi kinerja guru di smk negeri tabukan utara berbasis web,rpl
perancangan sistem informasi akademik berbasis web pada smk,rpl
perancangan sistem informasi pariwisata kota tomohon berbasis web,rpl
perancangan sistem informasi perpustakaan berbasis desktop pada sma negeri 1 kawangkoan,rpl
perancangan sistem informasi perpustakaan berbasis web di smk negeri 3 tondano,rpl
perancangan sistem informasi skripsi berbasis web di prodi ptik uiversitas negeri manado,rpl
perancangan sistem informasi terintegrasi di smk negeri 1 kotamobagu,rpl
perancangan try out online berbasis web,rpl
perancangan video tutorial dalam membuat iklan di smk anugrah tondano,multimedia
perancangan virtualisasi server,rpl
perancangan website sma katolik st. fransiskus de sales kokoleh,rpl
perancangan website warrancy multimedia di manado,rpl
perbandingan hasil belajar teknologi informasi dan komunikasi dengan model pembelajaran discovery learning dan model pembelajaran demonstrasi pada siswa kelas xi sma negeri 1 romboken,undefined
perbedaan hasil belajar pembelajaran berbasis proyek dan pendekatan saintifik pada hasil belajar rancang bangun jaringan lan pada kelas x di smk negeri 1 kakas,tkj
perencanaan business intellegence system kuliah kerja nyata mahasiswa universitas negeri manado,rpl
perencanaan dan implementasi sistem informasi pengelolaan keuangan berbasis web di kecamatan wanea,rpl
perencangan ecommerce wirausaha mahasiswa di univeristas negeri manado,rpl
persepsi siswa dalam pembelajaran daring di smk,undefined
rancang bangun apliasi edukasi perakitan personal komputer berbasis augmented reality,multimedia
rancang bangun aplikasi kamus sangihe-indonesia berbasis android,rpl
rancang bangun aplikasi pembelajaran pengenalan alat musik tradisional bolaang mongondow berbasis mobile untuk kelas x smk 23 maret kotamobagu,rpl
rancang bangun aplikasi sistem pencernaan manusia berbasis augmented reality,multimedia
rancang bangun game edukasi pengenalan bagian-bagian komputer,multimedia
rancang bangun jaringan hostpot rt/rw net di kelurahan koya lingkungan vii kecamatan tondano selatan,tkj
rancang bangun jaringan komputer di kelurahan girian weru ii bitung,tkj
rancang bangun pengenalan topologi jaringan berbasis augmented reality,multimedia
rancang bangun sistem basis data skripsi fakultas teknik universitas negeri manado berbasis web,rpl
rancang bangun sistem informasi akademik sekolah berbasis web di smk kristen 1 tomohon,rpl
rancang bangun sistem informasi akademik sma negeri 1 tareran berbasis web,rpl
rancang bangun sistem informasi sekolah berbasis website di smk anugerah tondano,rpl
rancang bangun sistem pakar deteksi kerusakan komputer,tkj
rancang bangun sistem pendukung keputusan untuk pemilihan konsentrasi di program studi pendidikan teknologi informasi dan komunikasi universitas negeri manado,rpl
rancang bangun voip server (voice over internet protocol) di hotel travelo manado,tkj
sistem informasi absensi menggunakan radio frequency identification (rfid) reader pada program studi teknik informatika,rpl
sistem informasi akademik berbasis web di sma negeri 3 tondano,rpl
sistem informasi akademik berbasis web di smk negeri 1 tondano,rpl
sistem informasi manajemen indikator kinerja utama 1 berbasis web di universitas negeri manado,rpl
sistem informasi manajemen indikator kinerja utama 5 berbasis web di universitas negeri manado,rpl
