Judul,Konsentrasi
PENGARUH MOBILE LEARNING TERHADAP HASIL BELAJAR ANIMASI 2 DIMENSI SISWA KELAS XI SMK NEGERI 1 TOMPASO,Multimedia
Pengaruh Model Belajar Problem Basic Learning Terhadap Hasil belajar TIK Siwa Kelas X SMA Negeri 1 Kumelembuai,Undefined
PENGARUH MODEL BLENDED LEARNING TERHADAP HASIL BELAJAR DESAIN GRAFIS SISWA KELAS X TKJ SMK KRISTEN KAWANGKOAN,Multimedia
PENGARUH MODEL BLENDED LEARNING TERHADAP HASIL BELAJAR SIMULASI DAN KOMUNIKASI DIGITAL SISWA KELAS X SMK NEGERI 1 TOMOHON,Multimedia
PENGARUH MODEL DEMONSTRASI TERHADAP HASIL BELAJAR TIK SISWA SMA KATOLIK ST. ROSA DE LIMA TONDANO,Undefined
PENGARUH MODEL DISCOVER LEARNING TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA JURUSAN TKJ SMK NEGERI 1 KAKAS,TKJ
PENGARUH MODEL EXPLICIT INSTRUCTION TERHADAP HASIL BELAJAR SIMULASI DAN KOMUNIKASI DIGITAL SISWA KELAS X MULTIMEDIA SMK NEGERI 1 KOTAMOBAGU,Multimedia
Pengaruh Model Kooperative Tipe Quantum Learning Terhadap Hasil Belajar Sistem Operasi Siswa Kelas X SMK Kristen Kotamobagu,TKJ
PENGARUH MODEL KOOPERATIVE TIPE QUANTUM LEARNING TERHADAP HASIL BELAJAR SISTEM OPERASI SISWA KELAS X SMK KRISTEN KOTAMOBAGU,TKJ
PENGARUH MODEL PEMBELAJARAN ASSISTED INDIVIDUALIZATION TERHADAP HASIL BELAJAR JARINGAN DASAR KOMPUTER SISWA KELAS X SMK N 2 TONDANO,TKJ
PENGARUH MODEL PEMBELAJARAN BEBASIS MASALAH TERHADAP HASIL BELAJAR DESAIN GRAFIS DASAR SISWA KELAS X SMK MUHAMMADYAH BITUNG,Multimedia
PENGARUH MODEL PEMBELAJARAN BERBASIS KOMPUTER TERHADAP HASIL BELAJAR TEKNOLOGI INFORMASI DAN KOMUNIKASI SISWA KELAS X SMA KRISTEN 1 TOMOHON,Undefined
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR ADMINISTRASI INFRASTRUKTUR JARINGAN SISWA KELAS XI TKJ SMK NEGERI 1 MOPUYA,TKJ
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR DASAR DESAIN GRAFIS SISWA KELAS X TKJ SMK NEGERI 1 SINONSAYANG,Multimedia
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR JARINGAN DASAR KOMPUTER SISWA KELAS X TKJ SMK NEGERI 1 TUTUYAN,TKJ
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X SMK ANUGRAH TONDANO,TKJ
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X SMK NEGERI 8 MANADO,TKJ
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X TKJ SMK KRISTEN KAWANGKOAN,TKJ
Pengaruh Model Pembelajaran Berbasis Masalah Terhadap Hasil Belajar Pemrograman Web Siswa Kelas X SMK Negeri 1 Tondano,RPL
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR PERAKITAN KOMPUTER SISWA KELAS X SMK ANUGRAH TONDANO,TKJ
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR PRAKARYA TIK SISWA SMP SATAP NEGERI 2 KAKOROTAN,Undefined
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR SIMULASI DAN KOMUNIKASI DIGITAL SISWA SMK,Multimedia
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR SIMULASI DAN KOMUNIKASI DIGITAL SISWA SMK,Multimedia
Pengaruh model pembelajaran berbasis masalah terhadap hasil belajar simulasi dan komunikasi digital siswa TKJ SMK N 1 Kakas,Multimedia
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA KELAS X SMK NEGERI 2 BITUNG,Multimedia
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA KELAS X TKJ SMK NEGERI 1 BITUNG,Multimedia
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR SISTEM KOMPUTER SISWA SMK,RPL
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR SISTEM KOMPUTER SISWA SMK NEGERI 1 MANADO,RPL
Pengaruh Model Pembelajaran Berbasis Masalah Terhadap Hasil Belajar Sistem Operasi Siswa Kelas X SMK Negeri 3 Tondano,TKJ
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR SISWA KELAS X PADA MATA PELAJARAN SIMULASI DAN KOMUNIKASI DIGITAL DI SMK NEGERI 1 TONDANO,Multimedia
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR SISWA PADA MATERI JARINGAN DASAR DI SMK ANUGRAH TONDANO,TKJ
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR TEKNIK KOMPUTER DAN JARINGAN SISWA TKJ SMK MUHAMMADIYAH KOTAMOBAGU,TKJ
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR TIK SISWA KELAS IX SMP N 2 TONDANO,Undefined
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR TIK SISWA KELAS VIII SMP NEGERI 2 PINELENG,Undefined
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJAR TIK SMA NEGERI 1 BITUNG,Undefined
PENGARUH MODEL PEMBELAJARAN BERBASIS MASALAH TERHADAP HASIL BELAJARAN TIK SISWA KELAS X SMA KATOLIK KARITAS TOMOHON,Undefined
pengaruh model pembelajaran berbasis proyek terhadap hasil belajar dasar desain grafis siswa kelas x tkj smk negeri 1 modoinding,Multimedia
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR DASAR DESAIN GRAFIS SISWA MULTIMEDIA SMK NEGERI 1 TOMPASOBARU,Multimedia
Pengaruh Model Pembelajaran Berbasis Proyek Terhadap Hasil Belajar Desain Grafis Siswa Jurusan Multimedia SMK Negeri 1 Tondano,Multimedia
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR DESAIN MULTIMEDIA SISWA SMK NEGERI 1 DUMOGA,Multimedia
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR INFORMATIKA SISWA KELAS X SMA NEGERI 3 TONDANO,RPL
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR INFORMATIKA SISWA KELAS X TJKT SMK NEGERI 1 BITUNG,RPL
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR INSTALASI PERANGKAT JARINGAN LOKAL SISWA KELAS XI SMK NEGERI 1 KAKAS,TKJ
Pengaruh Model Pembelajaran Berbasis Proyek Terhadap Hasil Belajar Jaringan Dasar Komputer Siswa Kelas X TKJ SMK Negeri 5 Bitung,TKJ
Pengaruh Model Pembelajaran Berbasis Proyek Terhadap Hasil Belajar Jaringan Dasar Siswa Kelas X Di SMK Negeri 2 Tomohon,TKJ
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X TKJ SMK NEGERI 2 BITUNG,TKJ
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR KKPI SISWA KELAS X SMK NEGERI 1 TOMOHON,Undefined
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR KKPI SISWA KELAS X SMK NEGERI 1 TONDANO,Undefined
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR KOMPUTER DAN JARINGAN DASAR SISWA X DI SMK NEGERI 3 MANADO,TKJ
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR PEMROGRAMAN JARINGAN KOMPUTER SISWA KELAS XII TKJ SMK NEGERI 1 MOPUYA,TKJ
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR SIMULASI DAN KOMUNIKASI DIGITAL SISWA KELAS X SMK NEGERI 2 TONDANO,Multimedia
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA KELAS X SMK 3 TONDANO,Multimedia
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA KELAS X TKJ SMK NEGERI 3 TONDANO,Multimedia
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR TEKNOLOGI LAYANAN JARINGAN SISWA SMK NEGERI 5 MANADO,TKJ
Pengaruh Model Pembelajaran Berbasis Proyek Terhadap Hasil Belajar TIK Siswa Kelas VII SMP Berea Tondano,Undefined
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR TIK SISWA KELAS VIII SMP NEGERI 2 PINELENG,Undefined
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR TIK SISWA KELAS X SMA NEGERI I MANADO.,Undefined
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL BELAJAR TIK SISWA SMA KRISTEN TANAWANGKO,Undefined
PENGARUH MODEL PEMBELAJARAN BERBASIS PROYEK TERHADAP HASIL PEMBELAJARAN ADMINISTRASI SERVER SISWA KELAS XI TKJ SMK NEGERI 2 MANADO,TKJ
PENGARUH MODEL PEMBELAJARAN BLENDED LEARNING TERHADAP HASIL BELAJAR DASAR DESAIN GRAFIS SISWA SMK,Multimedia
PENGARUH MODEL PEMBELAJARAN BLENDED LEARNING TERHADAP HASIL BELAJAR TEKNIK ANIMASI 2D DAN 3D SISWA SMK,Multimedia
PENGARUH MODEL PEMBELAJARAN BLENDED LEARNING TERHADAP HASIL BELAJAR TEKNOLOGI JARINGAN BERBASIS LUAR (WAN) SISWA TKJ SMK COKROAMINOTO KOTAMOBAGU,TKJ
PENGARUH MODEL PEMBELAJARAN DEMONSTRASI TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X DI SMK ANUGRAH TONDANO,TKJ
PENGARUH MODEL PEMBELAJARAN DEMONSTRASI TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X TKJ SMK NUSANTARA TOBEL,TKJ
PENGARUH MODEL PEMBELAJARAN DEMONSTRASI TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X TKJ SMK YADIKA LANGOWAN,TKJ
PENGARUH MODEL PEMBELAJARAN DEMONSTRASI TERHADAP HASIL BELAJAR KKPI SISWA KELAS X SMK KRISTEN 2 TOMOHON,TKJ
PENGARUH MODEL PEMBELAJARAN DEMONSTRASI TERHADAP HASIL BELAJAR KKPI SISWA KELAS X SMK N 1 TATAPAAN,TKJ
PENGARUH MODEL PEMBELAJARAN DEMONSTRASI TERHADAP HASIL BELAJAR KKPI SISWA SMK NEGERI 3 TALAUD,TKJ
PENGARUH MODEL PEMBELAJARAN DEMONSTRASI TERHADAP HASIL BELAJAR MULTIMEDIA DI SMK NEGERI 1 TOMPASO BARU,Multimedia
PENGARUH MODEL PEMBELAJARAN DEMONSTRASI TERHADAP HASIL BELAJAR PADA MATA PELAJARAN TIK SISWA SMA KRISTEN TOMOHON,Undefined
PENGARUH MODEL PEMBELAJARAN DEMONSTRASI TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA SMK NEGERI 2 BITUNG,Multimedia
PENGARUH MODEL PEMBELAJARAN DEMONSTRASI TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA SMK NEGERI 2 TONDANO,Multimedia
PENGARUH MODEL PEMBELAJARAN DEMONSTRASI TERHADAP HASIL BELAJAR SISTEM KOMPUTER SISWA KELAS X MULTIMEDIA SMK NEGERI 1 TONDANO,Multimedia
Pengaruh Model Pembelajaran Demonstrasi Terhadap Hasil Belajar Siswa Kelas X Pada Mata Pelajaran TIK Di SMA Negeri 2 Langowan,Undefined
Pengaruh Model Pembelajaran Demonstrasi Terhadap Hasil Belajar TIK Siswa Kelas X di SMA Negeri 2 Tomohon,Undefined
PENGARUH MODEL PEMBELAJARAN DEMONTRASI TERHADAP HASIL BELAJAR KKPI SISWA KELAS XI SMK NEGERI 1 TOMOHON,TKJ
PENGARUH MODEL PEMBELAJARAN DISCOVERY LEARNING TERHADAP HASIL BELAJAR TIK SISWA KELAS VIII SMP BEREA TONDANO ,Undefined
PENGARUH MODEL PEMBELAJARAN DISCOVERY TERHADAP HASIL BELAJAR KOMPUTER JARINGAN DASAR SISWA KELAS KELAS X SMK NEGERI 1 TENGA,TKJ
PENGARUH MODEL PEMBELAJARAN DISCOVERY TERHADAP HASIL BELAJAR PERAKITAN KOMPUTER SISWA KELAS X TKJ SMK NEGERI 3 TONDANO,TKJ
Pengaruh Model Pembelajaran Discovery Terhadap Hasil Belajar Teknologi Layanan Jaringan Siswa Kelas XI TKJ SMK Negeri 5 Bitung,TKJ
PENGARUH MODEL PEMBELAJARAN GENERATIF TERHADAP HASIL BELAJAR TIK SISWA KELAS X SMA NEGERI 2 TOMOHON,Undefined
PENGARUH MODEL PEMBELAJARAN GROUP INVESTIGATION TERHADAP HASIL BELAJAR KOMPUTER GRAFIS SISWA KELAS XI SMK NEGERI 3 TONDANO,Multimedia
PENGARUH MODEL PEMBELAJARAN GROUP INVESTIGATION TERHADAP HASIL BELAJAR SISTEM KOMPUTER SMK NEGERI 1 TAHUNA,RPL
PENGARUH MODEL PEMBELAJARAN INKUIRI TERBIMBING TERHADAP HASIL BELAJAR MENGINSTALASI SOFTWARE SISWA SMK YADIKA LANGOWAN,RPL
PENGARUH MODEL PEMBELAJARAN INKUIRI TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA KELAS X SMK NEGERI 1 TUMPAAN,Multimedia
PENGARUH MODEL PEMBELAJARAN INKURI TERBIMBING TERHADAP HASIL BELAJAR PENGELOLAAN INFORMASI SISWA KELAS X TKJ SMK NEGERI 2 MANADO,TKJ
Pengaruh model pembelajaran instruction terhadap hasil belajar TIK siswa Kelas VIII SMP Negeri 1 Tondano,Undefined
PENGARUH MODEL PEMBELAJARAN JIGSAW TERHADAP HASIL BELAJAR KKPI SISWA KELAS XI AP SMK NEGERI 1 TOMBULU,Undefined
PENGARUH MODEL PEMBELAJARAN JIGSAW TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA KELAS X SMK NEGERI 3 MANADO,Multimedia
PENGARUH MODEL PEMBELAJARAN JIGSAW TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA SMK NEGERI 3 TONDANO,Multimedia
PENGARUH MODEL PEMBELAJARAN JIGSAW TERHADAP HASIL BELAJAR SISTEM OPERASI SISWA KELAS X TKJ SMK NEGERI 1 TOMOHON,TKJ
PENGARUH MODEL PEMBELAJARAN KOOPERATIF GROUP INVESTIGASI TERHADAP HASIL BELAJAR OPERASI DASAR KOMPUTER SISWA KELAS X SMK ANUGRAH TONDANO,TKJ
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE COURSE REVIEW HORAY TERHADAP HASIL BELAJAR KKPI SISWA SMK NEGERI 3 BITUNG,TKJ
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE JIGSAW TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X SMK NEGERI 1 TUMPAAN,TKJ
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE JIGSAW TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X SMK NEGERI 8 MANADO,TKJ
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE JIGSAW TERHADAP HASIL BELAJAR TIK SMP ADVENT 2 SARIO MANADO,Undefined
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE PROBLEM BASED LEARNING TERHADAP HASIL BELAJAR TIK SISWA SMA NEGERI 1 REMBOKEN,Undefined
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE STAD STUDENT TEAMS ACHIEVEMENT DIVISION TERHADAP HASIL BELAJAR TIK SISWA KELAS IX SMP NEGERI 1 TONDANO,Undefined
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE STAD TERHADAP HASIL BELAJAR KKPI SISWA KELAS X TKJ SMK NEGERI 1 RATAHAN,TKJ
Pengaruh Model Pembelajaran Kooperatif Tipe STAD Terhadap Hasil belajar Komputer Terapan Jaringan Kelas  TKJ SMK Negeri 1 Maesaan,TKJ
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE STAD TERHADAP HASIL BELAJAR TIK SISWA KELAS VIII SMP N 2 TONDANO,Undefined
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE STAD TERHADAP HASIL BELAJAR TIK SISWA KELAS XI SMK NEGERI 1 TONDANO,Undefined
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE STAD TERHADAP HASIL BELAJAR TIK SISWA SMP NEGERI 1 TONDANO,Undefined
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE STUDENT TEAMS ACHIVEMENT DIVISION TERHADAP HASIL BELAJAR TIK SISWA SMA KRISTEN 1 TOMOHON,Undefined
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE TAI (TEAM ASSISTED INDIVIDUALIZATION) TERHADAP HASIL BELAJAR TIK SISWA KELAS X MADRASA ALIYAH ALKHAIRAT FALABISAHAYA MALUKU UTARA,Undefined
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE TEAM ASSISTED INDIVIDUALIZATION TERHADAP HASIL BELAJAR KOMPUTER DAN JARINGAN DASAR SISWA X TKJ SMK NEGERI 2 BITUNG,TKJ
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE TEAMSASSISTED INDIVIDUALIZATION TERHADAP HASIL BELAJAR KKPI SISWA SMK NEGERI 3 BITUNG,TKJ
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE TGT TERHADAP HASIL BELAJAR KOMPUTER DAN JARINGAN DASAR SISWA KELAS X SMK NEGERI 1 RATAHAN,TKJ
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE THINK PAIR SHARE TERHADAP HASIL BELAJAR KOMPUTER DAN JARINGAN DASAR SISWA SMK,TKJ
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE THINK PAIR SHARE TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA KELAS X SMK NEGERI 1 TONDANO,Multimedia
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE THINK PAIR SHARE TERHADAP HASIL BELAJAR SISTEM KOMPUTER SISWA KELAS XI SMK NEGERI 1 TUMPAAN,RPL
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE TSTS TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA KELAS X SMK NEGERI 2 TONDANO,Multimedia
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TUTOR SEBAYA TERHADAP HASIL BELAJAR SISWA KELAS XI SMA KATOLIK KARITAS TOMOHON,Undefined
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TYPE TWO-STAY TWO-STRAY (TSTS) TERHADAP HASIL BELAJAR TIK SISWA SMP NEGERI 1 SONDER,Undefined
PENGARUH MODEL PEMBELAJARAN KOORPERATIF JIGSAW DAN STAD TERHADAP HASIL BELAJAR SIMULASI DAN KOMUNIKASI DIGITAL SMK NEGERI 2 TONDANO,Multimedia
PENGARUH MODEL PEMBELAJARAN KOORPERATIF THINK PAIR SHARE TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA SMK NEGERI 1 TALAUD,TKJ
PENGARUH MODEL PEMBELAJARAN LANGSUNG TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X SMK NEGERI 3 TONDANO,TKJ
PENGARUH MODEL PEMBELAJARAN LANGSUNG TERHADAP HASIL BELAJAR KOMPUTER DAN JARINGAN DASAR SISWA KELAS X TKJ SMK YPK EFATA KAIMANA,TKJ
PENGARUH MODEL PEMBELAJARAN PJBL TERHADAP HASIL BELAJAR INFORMATIKA SISWA KELAS X SMA NEGERI 3 TONDANO,RPL
Pengaruh Model Pembelajaran Problem Base Learning Terhadap Hasil belajar TIK Siswa SMA Kristen Sonder,Undefined
PENGARUH MODEL PEMBELAJARAN PROBLEM BASED LEARNING (PBL) TERHADAP HASIL BELAJAR INFORMATIKA SISWA KELAS X SMK NEGERI 1 KAKAS,RPL
PENGARUH MODEL PEMBELAJARAN PROBLEM BASED LEARNING TERHADAP HASIL BELAJAR INFORMATIKA KELAS X SMK NEGERI 2 TONDANO,RPL
PENGARUH MODEL PEMBELAJARAN PROBLEM BASED LEARNING TERHADAP HASIL BELAJAR SIMULASI DAN KOMUNIKASI DIGITAL SISWA SMK,Multimedia
PENGARUH MODEL PEMBELAJARAN PROBLEM BASED LEARNING TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA KELAS X SMK NEGERI 1 MANADO,Multimedia
PENGARUH MODEL PEMBELAJARAN PROBLEM BASED LEARNING TERHADAP HASIL BELAJAR SIMULASI KOMUNIKASI DIGITAL SISWA KELAS X DI SMK NEGERI TUMPAAN,Multimedia
PENGARUH MODEL PEMBELAJARAN PROBLEM BASED LEARNING TERHADAP HASIL BELAJAR SIMULASI KOMUNIKASI DIGITAL SISWA SMK,Multimedia
PENGARUH MODEL PEMBELAJARAN PROBLEM BASED LEARNING TERHADAP HASIL BELAJAR TEKNOLOGI LAYANAN JARINGAN SISWA KELAS XI TKJ SMK NEGERI 1 MOPUYA,TKJ
PENGARUH MODEL PEMBELAJARAN PROBLEM BASED LEARNING TERHADAP HASIL BELAJAR TIK SISWA KELAS VIII SMP NEGERI 1 TONDANO,Undefined
PENGARUH MODEL PEMBELAJARAN PROBLEM BASED LEARNING TERHADAP HASIL BELAJAR TIK SISWA KELAS X SMA KRISTEN TANAHWANGKO,Undefined
Pengaruh Model Pembelajaran Problem Based Learning Terhadap Hasil Belajar TIK Siswa Kelas XII Di SMA Negeri 1 Kawangkoan,Undefined
PENGARUH MODEL PEMBELAJARAN PROJECT BASED LEARNING (PJBL) TERHADAP HASIL BELAJAR ALGORITMA DAN PEMROGRAMAN SISWA KELAS X SMA NEGERI 3 TONDANO,RPL
PENGARUH MODEL PEMBELAJARAN PROJECT BASED LEARNING TERHADAP HASIL BELAJAR ANIMASI 3D KELAS XI MULTIMEDIA SMK KRISTEN 1 TOMOHON,Multimedia
PENGARUH MODEL PEMBELAJARAN PROJECT BASED LEARNING TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X TKJ SMK NEGERI 1 AMURANG,TKJ
Pengaruh Model Pembelajaran Project Based Learning Terhadap Hasil Belajar Komputer Dan jaringan Dasar Kelas X SMK Cokrominoto Kotamobagu,TKJ
PENGARUH MODEL PEMBELAJARAN PROJECT BASED LEARNING TERHADAP HASIL BELAJAR KOMPUTER DAN JARINGAN DASAR SISWA KELAS X TKJ DI SMK NEGERI 1 MOPUYA,TKJ
PENGARUH MODEL PEMBELAJARAN PROJECT BASED LEARNING TERHADAP HASIL BELAJAR SISWA KELAS XII SMK KRISTEN SOLAGRATIA TONGKAINA,Undefined
PENGARUH MODEL PEMBELAJARAN QUANTUM TEACHING TERHADAP HASIL BELAJAR TIK SISWA KELAS XI IPS DI SMA 3 TONDANO,Undefined
PENGARUH MODEL PEMBELAJARAN QUANTUM TERHADAP HASIL BELAJAR KKPI SISWA KELAS X SMK NEGERI 1 SONDER.,TKJ
PENGARUH MODEL PEMBELAJARAN SAVI TERHADAP HASIL BELAJAR KKPI SISWA KELAS XI TKJ SMK NEGERI 1 RATAHAN,TKJ
PENGARUH MODEL PEMBELAJARAN SAVI TERHADAP HASIL BELAJAR PRAKARYA TIK SISWA SMP NEGERI X HALSEL,Undefined
PENGARUH MODEL PEMBELAJARAN SIMULASI TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X SMK NEGERI 1 KAKAS,TKJ
PENGARUH MODEL PEMBELAJARAN SIMULASI TERHADAP HASIL BELAJAR JARINGAN DASAR SISWA KELAS X SMK NEGERI 1 TOMPASOBARU,TKJ
Pengaruh Model Pembelajaran Simulasi Terhadap Hasil Belajar Siswa Kelas X SMK Negeri 1 Tompasobaru,Undefined
PENGARUH MODEL PEMBELAJARAN STAD ( STUDENT TEAMS ACHIEVEMENT DIVISION) TERHADAP HASIL BELAJAR SIMULASI DIGITAL SISWA KELAS X SMK NEGERI 1 TONDANO,Multimedia
Pengaruh Model Pembelajaran Stident Teams Achievement Divisions Terhadap Hasil Belajar Simulasi dan Komunikasi Digital Siswa Kelas X SMK Kristen Kawangkoan,Multimedia
pengaruh model pembelajaran student team achievement division terhadap hasil belajar komputer dan jaringan dasar siswa kelas x tkj SMK Negeri 1 Kakas ,TKJ
PENGARUH MODEL PEMBELAJARAN STUDENT TEAM ACHIEVEMENT DIVISION TERHADAP HASIL BELAJAR TIK SISWA SMA KATOLIK ST. ROSA DELIMA TONDANO,Undefined
PENGARUH MODEL PEMBELAJARAN STUDENT TEAM ACHIVMENT DIVISION TERHADAP HASIL BELAJAR KKPI SISWA SMK DHARMA BAHKTI TOMOHON,TKJ
PENGARUH MODEL PEMBELAJARAN STUDENT TEAMS ACHIEVEMENT DIVISION TERHADAP HASIL BELAJAR KKPI SISWA KELAS XI SMK KRISTEN 2 TOMOHON,TKJ
PENGARUH MODEL PEMBELAJARAN STUDENT TEAMS ACHIEVEMENT DIVISION TERHADAP HASIL BELAJAR KKPI SISWA KELAS XI SMK KRISTEN 2 TOMOHON,TKJ
PENGARUH MODEL PEMBELAJARAN STUDENT TEAMS ACHIEVEMENT DIVISIONS TERHADAP HASIL BELAJAR KKPI SMK NEGERI 1 TUMPAAN,TKJ
PENGARUH MODEL PEMBELAJARAN STUDENT TEAMS ACHIEVEMENT DIVISIONS TERHADAP HASIL BELAJAR TIK KELAS XI IPA SMA N 2 LANGOWAN,Undefined
PENGARUH MODEL PEMBELAJARAN TEAM ACCELERATED INSTRUCTION (TAI) TERHADAP HASIL BELAJAR TKJ SISWA KELAS X SMK KRISTEN KAWANGKOAN,TKJ
PENGARUH MODEL PEMBELAJARAN TEAM ASISSTED INDIVIDUALIZATION TERHADAP HASIL BELAJAR KKPI SISWA SMKN 1 KOTABUNAN,TKJ
PENGARUH MODEL PEMBELAJARAN TEAM ASISTED INDIVIDUALIZATION TERHADAP HASIL BELAJAR TIK SISWA KELAS XI SMA KRISTEN TANAWANGKO,Undefined
Pengaruh Model Pembelajaran Team Assisted Individualization Terhadap Hasil Belajar Jaringan Dasar Siswa Kelas X SMK Negeri 1 Kakas,TKJ
PENGARUH MODEL PEMBELAJARAN TEAM ASSISTED INDIVIDUALIZATION TERHADAP HASIL BELAJAR SISWA KELAS XI SMA NEGERI 1 TABUKAN UTARA,Undefined
